가게명,카테고리,주소,리뷰
서울케밥,터키음식,서울 용산구 새창로 181,"영화 보기 전에 혼밥할 생각으로 미리 정해둔 메뉴는 바로 케밥이었다 전자상가쪽에 케밥 맛집이 있다는 소식을 접하고 솔드아웃되기 전에 부랴부랴 이동 서울 케밥 (Seoul Kebab) 주차가 불가능하고 매장 앞에 잠시 정차할 수 있는 공간도 없기 때문에 쏘청의 경우는 어차피 영화도 볼 거라 아이파크몰에 주차를 하고 걸어갔다 왔다 3층 용산역 3번 출구로 나가면 전자상가로 쭉 이어지는 길이 나온다 터널 같은 육교라로 할까? 터널 하나를 지나 지상으로 내려가면 건너편에 노란색 간판이 보일 거임 우회해서 좀 걷긴 해야 하지만 충분히 다녀올 수 있는 거리 내부에 앉을 수 있는 작은 테이블 3개, 외부에 의자 없이 서서 먹을 수 있는 테이블이 있다 화, 수 , 목, 금 11:00-15:00 평일 중 딱 4일, 4시간 동안만 운영 그래서인지 매장 테이블 잡기도 어렵고 3시까지라고는 하지만 그 전에 재료 소진으로 조기 마감될 때가 많단다 어떤 후기에는 12:45쯤에 이미 마감이었다 해서 조마조마하면서 갔는데 다행히 이날은 웨이팅 없이 바로 주문이 가능했다 꾸준히 손님들이 오긴 했음 우리가 흔히 알던 또띠아에 돌돌 만 케밥은 없고 독일식 케밥이라는 도너와 샐러드처럼 먹는 플레이트 메뉴만 있다 고기는 치킨과 램 바로바로 만드는 모습도 볼 수 있었다 재료들이 매우 신선 샤이한 I 쏘청은 매장 취식을 포기하고 포장해서 아이파크몰에 가서 먹었습니다 ㅎㅎ 도너 치킨 (Doner Chicken) 뭐라 해야 되지? 주머니처럼 생긴 빵에 고기와 각종 야채들이 가득가득 담겨 있다 양상추, 양배추, 오이, 당근, 가지, 호박, 양파, 파프리카, 토마토, 올리브, 병아리콩 등등 이게 사진으로는 크기가 가늠이 안될 텐데 양이 엄청 많다 속에는 치킨이 한가득 빵 안에 담겨 있긴 하면서도 오픈된 형식이라 도대체 어떻게 먹어야 할지를 모르겠어서 그냥 샐러드처럼 대충 먹었다 와구와구 먹고 싶지만 일회용 포크숟가락이 양껏 집어지지가 않아서 불편 ㅋㅋ 또띠아보다 두꺼운 포카치아 느낌의 폭신하고 쫄깃한 빵 이 빵이 맛있어서 어떻게든 싸먹고 싶은데 그것도 잘 안됨 칠리토마토소스랑 짜찌키요거트소스 이 소스들이 완전 킥!! 모자라진 않았지만 더 있었으면 더 먹었을 것 같다 왜 추가해야 한다는지 알겠음 ㅋㅋㅋ Döner라는 것이 튀르키예 출신 이민자가 독일 음식 문화에 맞게 개발한 거라고 하는데 튀르키예에서 고등어 케밥은 먹어봤어도 독일은 안가봐서 모르겠고요 독일에서 먹었던 되너의 맛을 그리워 하던 사람들은 이 집을 많이 찾는 것 같았다..."
연교,"딤섬,중식만두",서울특별시 마포구 연희로1길 65 1층,"홍대 연남동에서 딤섬 맛집으로 유명한 연교 다녀왔습니다 오픈 30분전에 도착했고 오픈시간에는 제 뒤로 30명정도로 웨이팅이 길었어요 저는 성젠바오와 어향가지덮밥을 주문했고 만두는 첫주문에 안시키면 추가가 안돼요 주문한 음식은 빨리 나왔고 성젠바오는 바닥은 군만두 처럼 바삭했고 쫄깃한 만두피가 매력적이었습니다 한입에 먹지 않으면 육즙이 흐를 정도로 가득찼고 고기의 육향과 풍미가 좋았어요 어향가지덮밥은 가지에 비해 밥의 양이 많지 않았지만 가격대비 양이 적당해요 가지는 매우 뜨거우니 조심하셔야 하고 채즙과 칠리소스 조합이 끝내줍니다 매콤하면서 새콤한 소스가 밥과 함께 먹으니 식욕이 살아나는 느낌이에요 평일 런치 세트 메뉴도 있어서 혼밥하기에 가성비 좋은 것 같아요
혼밥하기 좋아요+4
개의 리뷰가 더 있습니다
펼쳐보기"
바다식당,"찌개,전골",서울 용산구 이태원로 245,"어릴때 좋아하던 식당이라 몇년만에 왔는데.. 여전히 맛있긴한데.. 기대가 컸나봐요.. ㅎㅎㅎ 그래도 맛나요.
음식이 맛있어요
이미지 수
2"
사루카메,일본식라면,서울 마포구 연남로 15,"홍대역 연남동 근처에 위치한 블루리본 빕구르망 사루카메 다녀왔어요 웨이팅이 길어 미리 도착하시기 전에 원격 테이블링 예약하는 걸 추천드려요 저는 대표 메뉴인 바지락 꽃게라멘으로 주문했고 음식은 늦게 나왔어요 한정판매 하기 때문에 늦게 도착하면 주문이 어려울 수도 있습니다 카운터석 테이블과 4인석이 있어 혼밥 하기 좋은 것 같습니다 큼지막한 꽃게와 바지락이 들어 있었고 면도 두껍고 단단한 스타일이라 식감이 굉장히 좋았어요 국물도 쇼유라멘 베이스에 꽃게가 들어가 일본풍 꽃게탕 느낌도 났습니다 해산물에서 나오는 국물의 찐한 풍미가 좋았고 기존에 먹었던 라멘들과 다른 특별한 맛이 있었어요 밥과 함께 세트 메뉴로 주문하니 가격대비 양은 적당 해요 오픈 주방이라 좋았고 직원분들도 굉장히 친절하셨습니다
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
최강금돈까스,"돈까스, 등심돈까스",서울특별시 마포구 월드컵로3길 31-30,무난한 일본식 돈카츠. 국과 갓김치 등 절임 반찬은 입에 잘 맞았으나  합리적이지는 못한 돈카츠 가격...상당히 비싼 값에 두번은 발걸음을 하진 않을 것 같음
아로보서울,와인,서울 강남구 도산대로1길 36,"오랜만에 남자 친구랑 데이트 하러 신사 방문했어요💖 분위기 너무 좋고 아늑해요 ㅎㅎ 저는 네이버로 미리 예약을 하고 매장이 아기자기한 편이라서 기념일이라면 꼭 미리 예약하고 방문 하시는 거 추천 드려요! 맛있는 해산물요리도 많고 여기서만 맛볼 수 있는 특별한 메뉴들이 많아서 너무 즐거웠습니다💖 사장님 너무 친절하시고 (멋있세용..…🫢) 재밌게 놀다가 가요. 또 올게용!!
인테리어가 멋져요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
8"
중앙해장,"곱창전골, 해장국",서울특별시 강남구 영동대로86길 17 육인빌딩,"유명한 맛집이라 웨이팅이 있었지만, 너무 맛있고 좋았어요! 곧 재방문 예정입니다!"
초원,"육류,고기요리",서울특별시 용산구 한강대로80길 7,"자주 가는 남영동인데 정작 이곳은 처음으로 방문했습니다. 모르는 사이에 꽤 인기있는 식당이 되어 있더라구요. 친한 형님이 미국에서 좋은 술 가져오신다는 얘기에 무작정 괜찮다는 소고기집을 찾아 예약한 것이긴 하지만, 오늘 주문한 등심과 우설 모두 괜찮았고, 곁들임으로 양무침, 내장탕, 볶음밥 만족스러웠습니다. 특히 두툼한 우설의 식감과 진한 내장탕의 국물이 좋았어요. 괜히 인기있는 집이 아니구나 하는 생각이 들었어요. 또 직원분들도 모두 친절하고 적극적으로 챙겨주셔서 아주 편했구요, 이래저래 소고기에 소주 힌 잔 하기 아주 좋은 곳이 아니었나 싶네요. 자알 먹었습니다!
친절해요+4
개의 리뷰가 더 있습니다
펼쳐보기"
익스퀴진,양식,서울특별시 강남구 삼성로140길 6 라파빌딩,"3년 전 예약을 정말 힘들게 해서 갔었던 기억이 있는데, 지금은 그때보다는 수월하게(?) 예약이 되어서 다녀왔습니다~ 음식은 모두 맛있었고, 추천해주신 와인도 음식이랑 잘 어울려서 좋았습니다:)
친절해요+2
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
15"
장블랑제리,"빵, 맘모스빵",서울특별시 관악구 낙성대역길 8,빵종류가 다양하고 역근처로 접근성이 좋아요 까눌레는 그저그래요
골목집,"오리고기, 오리불고기",서울특별시 영등포구 도림로139가길 11-1 1층 골목집,"사람많고 독특한 메뉴들이라 좋아요
대신 위생은 조슴 흐린눈 필요합니다"
대련집,"생배추보쌈, 칼국수",서울특별시 종로구 종로16길 37,"웨이팅 거의 없이 먹었어요
2층 자리가 조용해서 좋았는데 좌식이라 조금 불편했어요
그치만 넘 맛있어서 행복했답니다"
GUCCI OSTERIA SEOUL,이탈리아음식,서울특별시 용산구 이태원로 223 6F,"일단 기분내기 좋은 파인다이닝👍 재방문 의사 유. 해산물 요리가 좋았습니다.
매장이 청결해요+4
개의 리뷰가 더 있습니다
펼쳐보기"
일판,퓨전음식,서울특별시 강남구 도산대로 420 청담스퀘어 B동 2층 223호,"생일기념으로 남편이 미리 예약해둔곳인데, 공간이 프라이빗하고 깔끔해요. 바로앞에서 조리되는 철판요리를 보며 먹으니 더신선하고 맛있게 느껴지는 기분이에요^^ 음식 하나같이 맛있고 색달라서 정말 맛있는 한끼 식사였어요:-) 직원분들도 전부 친절하시고 메뉴마다 재료설명이며 먹는순서 추천주셔서 더욱 좋았네요^^
음식이 맛있어요+3
개의 리뷰가 더 있습니다
펼쳐보기"
쿠시카츠쿠시엔,요리주점,서울 마포구 월드컵북로5나길 18,쿠시카츠 쿠시앤  정말로 혼술 하기 좋은곳  오늘도 한잔 하고 좋은 음식 잘먹고 갑니다
봉산옥 서초동본점,한식,서울 서초구 반포대로8길 5-6,서초동 만두전골 대장!! 오징어순대도 갈비찜도 다 맛있지만 만둣국이 진리임~ 2인이 만두전골 작은 사이즈 시켰을때 조금 넉넉해서 3인이라 큰거 시켰더니 만두가 정말 많았다. 그동안 주류가 없는줄 알았는데 말씀드리면 술도 꺼내주심~ 저녁에 오픈시간 10분전쯤 줄섰더니 바로 입장 가능했다. 지하에도 공간이 있어서 생각보다 회전율이 빠르다.
대도식당,"한우, 깍두기볶음밥",서울특별시 성동구 무학로12길 3,무료주차 가능 발렛 가능 꾸준히 찾는 한우 맛집 깍두기 볶음밥은 필수
연교,"딤섬,중식만두",서울특별시 마포구 연희로1길 65 1층,"홍대 연남동에서 딤섬 맛집으로 유명한 연교 다녀왔습니다 오픈 30분전에 도착했고 오픈시간에는 제 뒤로 30명정도로 웨이팅이 길었어요 저는 성젠바오와 어향가지덮밥을 주문했고 만두는 첫주문에 안시키면 추가가 안돼요 주문한 음식은 빨리 나왔고 성젠바오는 바닥은 군만두 처럼 바삭했고 쫄깃한 만두피가 매력적이었습니다 한입에 먹지 않으면 육즙이 흐를 정도로 가득찼고 고기의 육향과 풍미가 좋았어요 어향가지덮밥은 가지에 비해 밥의 양이 많지 않았지만 가격대비 양이 적당해요 가지는 매우 뜨거우니 조심하셔야 하고 채즙과 칠리소스 조합이 끝내줍니다 매콤하면서 새콤한 소스가 밥과 함께 먹으니 식욕이 살아나는 느낌이에요 평일 런치 세트 메뉴도 있어서 혼밥하기에 가성비 좋은 것 같아요
혼밥하기 좋아요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
20"
동왕산낙지전문점,낙지요리,서울 서초구 마방로6길 7-73,"진짜맛있어요~~~~!! 무쇠누룽지알밥 최고에요 식사 나오기 전에 그날의국이 나오는데 조금 나오는게 아니라 끓여 먹을 수 있게 양도 많이 주십니다. 누룽지알밥은 다른 곳에서 먹는 알밥이랑은 달라요! 낙지도 많이 들어가고 중독적인 맛이에요. 김치도 맛있어요! 쓰다보니 다 맛있네요. 코스도 먹어봤었는데 정말 푸짐하게 주십니다. 회사 근처라서 자주 가는데 이 인근에서 제일 맛집이에요!
음식이 맛있어요+2
개의 리뷰가 더 있습니다
펼쳐보기"
임병주 산동칼국수,"칼국수, 만두",서울특별시 서초구 강남대로37길 65,"건물 1층과 옆마당이 주차장이고, 주차요원의 안내에 따라 약 15대 정도 수용할 수 있습니다.  여기가  꽉찼다면 길건너 서초구청 공영주차장을 이용하는 편이 좋습니다.

칼국수 국물에서 요리고수의 손길이 느껴집니다. 눈에 보이는 재료라고는 바지락 몇 개와 고추, 애호박, 당근 채썬 것 몇 가락 그리고 김가루.. 달랑 요정도 뿐인데도 은은하게 퍼지는 감칠맛이 대단합니다.

반찬으로 나온 김치는겉절이를 2~3일 숙성시킨 것으로 칼국수와 너무 잘 어울립니다.

그런데... 콩국물은 여의도와 서소문동에 있는 '진주0'과 너무 흡사해서 놀랐습니다. 판박이라고해도 과언은 아닐 것 같네요.
먹으면서 '진주0'은 주인들이 같은 집안식구라고 하니 그렇다치고.. 여긴 뭐지? 라는 생각을 계속 곱씹으며 먹었을 정도였습니다.."
화목순대국,"순대,순댓국",서울특별시 영등포구 여의대방로 383 1F (경도상가 1층),"저의 최애 순대국 화목순대국 다녀왔어요 여의도 본점과 광화문점 번갈아 가면서 가는데.. 역시 본점이... 더 좋아요~ 순대국 먹다가 내장공기 추가 가능해서 더 푸짐하게 즐길 수 있어요 ^^ 가격이 살짝 올랐쥐만 그래도 저렴하니 맛있네요..! 내장에서 꼬릿한 냄새 살짝 나지만... 그 맛에 더 찾게 되는거 같아요 헤헷!!
음식이 맛있어요+2
개의 리뷰가 더 있습니다
펼쳐보기"
르프리크,"치킨버거, 체리토마토",서울특별시 성동구 연무장5길 9-16 블루스톤타워 B103,"웨이팅해서 들어갔어요
정말 인생 햄버거집입니다
햄버거안에 야채랑 패티가 양껏 들어가있고 신선해서 너무 맛있어요
분위고 힙해서 데이트하기 좋아요
너무 맛있어서 포장까지 해왔어요"
대가방,"짜장면, 탕수육",서울특별시 강남구 봉은사로 333 모아엘가 퍼스트홈 1층,돼지고기탕수육이 맛있는 곳입니다. 튀김옷이 바삭하고 폭신해요
소랑도,생선회,서울 광진구 천호대로111길 41,"오며가며 볼때마다 사람 많아서 궁금했는데.. 헐랭… 겁나 맛있네요 ㅎㅎㅎ 굴 탱글탱글 싱싱하고 회무침도 간 딱 적절. 심지어 기본메뉴인 간재미탕만으로도 소주 한병 술술 들어갑니다 ㅎㅎ 이미 사람 많아서 더 많아지진 않으면 좋겠습니다만…… ㅎㅎ
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
사루카메,일본식라면,서울 마포구 연남로 15,"두번째 방문이네요. 날이 추워져서 따뜻한 국물을 먹고 싶어서 왔어요. 원격 줄서기로 예약을 해서 30분 정도 기다린거 같네요. 바지락 국물의 깊은 맛이 시원하게 느껴지네요. 차슈는 정말 부드럽고 담백한 맛이에요. 계란 간장과 함께 먹는 밥도 불맛이 나서 맛있게 먹었습니다.
음식이 맛있어요+1
개의 리뷰가 더 있습니다
펼쳐보기"
해남낙지,낙지요리,서울 중구 을지로41길 28,"낙지 두루치기는 생소한 메뉴였어요 부추와 신선한 낙지의 맛 조화가 너무 좋고 고소하고 달큰한맛, 낙지의 탱글한 식감이 너무 좋았습니다! 그리고 낙지볶음! 너무 맵지않고 적당한 매콤한맛이 너무 좋았고 너무 신선했어요 밥과 함께 비벼먹는데 정말 맛있었습니다 메인 메뉴만 먹어도 너무 맛있어서 다른 사이드는 필요 없을거 같아요! 다른분들은 사이드가 없어서 아쉽다는 말도 있지만 저는 메인메뉴가 넘 맛있어서 굳이 필요없다고 생각이 들었습니다~ 양도 1인분씩 시켰는데 2명이서 배불리 먹었어요! 다음에 또 방문하겠어요~!
매장이 넓어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
